job_title,company_name,location,work_type,experience_level,date_posted,year,month,month_name,country,job_category,job_skills
Data Engineering Manager,Cooper Equipment Rentals Limited,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Integration, Business Intelligence, Data Analytics, Data Mining, Data Cleansing, Information Analysis, Project Management, Team Leadership, Mentoring, Communication, ProblemSolving, Research, Organization, DetailOriented, Automation, Tableau, Power BI, Relational Database Technologies, Database Concepts, Microsoft Azure, MicrosoftRelated Data Technologies, Python Programming, AI, Machine Learning"
Business Unit Analytics Manager – Oncology,AstraZeneca,"Mississauga, Ontario, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Analytics,"Excel, Python, SQL, Power BI, PowerPoint, Word, Business Intelligence, IQVIA, Business Analytics, Customer Engagement, Market Research, Sales Targeting, Data Analytics, Dashboard Creation, Report Creation, Strategic Planning, Collaboration, Communication, Presentation Skills, Critical Thinking, Pharmaceutical Sales Experience, Oncology Therapeutic Area Knowledge, Science Degree, Business Degree"
"Senior Manager, Merchandising Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Problemsolving, Excel, PowerPoint, Datadriven analysis, Promotional optimization, Category Merchandising, Finance, Leadership, Presentation skills, Communication skills, Collaboration skills, Project management skills, Postsecondary degree, Merchandising experience, Technical field experience, Retail experience"
"Lead Machine Learning Engineer (Bangkok based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Software Engineering, Data Warehousing, Data Replication, Storage, Centralized Computation, Data API, Python3, Pyspark, Hadoop, SQL, S3, Random Forest, CNN, Regression Models, Linux, Big Data Technologies, Agile Development, Test Driven Development, Scalability, Stability, Accuracy, Speed, Efficiency, Libraries, Frameworks, Systems Administration, Analytical ProblemSolving, Systems Administration Skills"
"Sr Business Intelligence Engineer, AWS Kumo Analytics",Amazon Web Services (AWS),"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Analytics, Machine Learning, Predictive Analytics, Business Intelligence, Cloud Computing, AWS Products, Data Warehousing, Data Lakes, SQL, ETL, Python, Java, Scala, Data Science, Information Retrieval, Statistical Analysis, Data Mining, Version Control, Data Quality Testing, Monitoring, Data Presentation, Statistical Analysis, Business Requirements Gathering, Customer Journey Mapping, Product Design, Value Proposition Development, GoToMarket Strategy, Customer Experience Optimization, Business Planning, Forecasting"
Analytics & Insights Optimization Manager,Aviva Canada,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Analytics & Insights Optimization, Qlik Sense, Data Management, Nprinting, Frontend Applications, UI/UX Design, Business Intelligence, Management Information, Data Science, Business Objects, SAS Enterprise Guide, Databases, Data Modeling, Analytical skills, Attention to Detail, Project Management, Adaptability, IT Literacy, Business Administration, Actuarial Science, Generative AI, Compensation, Bonus, Retirement Savings, Share Plan, Health Benefits, Career Development, Vacation Package, Diversity and Inclusion, Wellness Programs, Hybrid Work Model"
Analytics & Insights Optimization Manager,Aviva Canada,"Oakville, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Qlik Sense, Nprinting, Business Intelligence, Data Management, UI/UX Design, Data Analytics, Data Visualization, Data Rationalization, Data Optimization, Data Science, Business Objects, SAS Enterprise Guide, Databases, Data Modeling, Generative AI, Backend Development, EnterpriseLevel Qlik Apps, Consulting Skills, Communication Skills, Problem Solving, Adaptability, IT Literacy, Data Literacy, Business Administration, Actuarial Science, Employee Benefits, Career Development, Vacation Time, Diversity and Inclusion, Physical and Mental Health, Hybrid Work Model"
Analytics & Insights Optimization Manager,Aviva Canada,"Edmonton, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Qlik Sense, Nprinting, Business Objects tool suite, SAS Enterprise Guide, Data modeling, Database design, Data rationalization, Data optimization, Data integrity, Data hierarchy management, Generative AI, Backend development, App architecture, Business intelligence, Management information, Business dashboards, Business reports, UI/UX design, IT literacy, Data literacy, Business Administration, Actuarial Science, Consulting skills, Team collaboration"
Inventory Optimization Analyst (Data Scientist)***Analyste optimisation d'inventaire,IPEX by Aliaxis,"Oakville, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Scientist,"Data Science, Supply Chain Management, Data Analytics, Mathematics, Statistics, Inventory Optimization, Data Modeling, Power BI, DAX, Excel Macros, VBA, Data Visualization, PowerPoint, Microsoft Office, SAP, Inventory Planning, SQL, Python, Communication Skills, Interpersonal Skills, Coordination Skills, Problem Solving, Teamwork, Attention to Detail, Process Improvement, Fastpaced Environment, Meeting Deadlines"
Data Engineering Manager,Avanade,"Detroit, MI",Onsite,Mid senior,2024-01-15,2024,1,January,Canada,Data Engineer,"Azure Data Bricks, Synapse, Azure Data and Analytics services, Data profiling, Data cataloging, Data mapping, Data pipelines, Data streams, Data service Application Programming Interfaces (APIs), Cloud Scale Analytics, Data Mesh, Lakehouse, Azure ecosystem, Software development methodology, Microsoft Data and Analytics technologies, Team management, Largescale and complex programs and projects management, Business processing mapping"
Lead Data Scientist,Fusemachines,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Scientist,"Data analysis, Statistical modeling, Machine learning, Data visualization, Python, R, C++, SQL, PyTorch, Tensorflow, Large Language Models, LLM model fine tuning, LLM model training, Deep learning models, LangChain, LlamaIndex, Prompt engineering, AWS, GCP, Azure, Hadoop, Spark, Apache beam, Kafka, Distributed systems, Big data technologies, Leadership, Team management, Problemsolving, Communication, Finance, Healthcare, Life science, Ecommerce, Retail, Marketing"
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Cole Harbour, Nova Scotia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical techniques, Programming languages (SQL R Python), Data visualization tools (Tableau Power BI), Statistical modeling, Hypothesis testing, A/B testing, Data management, ETL processes, Data Gathering, Performance Metrics, DataDriven DecisionMaking, Data Quality Management, Data Manipulation, Data Presentation, Collaboration, Problem Solving, Communication, Team Environment"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Asbestos, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical techniques, Data visualization, Data mining, Data management, Data quality, Data integrity, Data accuracy, Data completeness, Data collection, Data cleansing, Data manipulation, Datadriven reports, Datadriven insights, SQL, R, Python, Tableau, Power BI, Statistical modeling, Hypothesis testing, A/B testing, ETL processes"
Customer Service Representative/Data Analyst/Data Entry Clerk,Foodcity,"Deer Lake, Newfoundland and Labrador, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, SQL, R, Python, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes, Data Requirements, Data Collection, Data Cleansing, Data Manipulation, Data Reporting, Analytical Skills, Critical Thinking Skills, ProblemSolving Skills, Communication Skills, Collaboration Skills"
Senior Data Engineer,Lyft,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Pipelines, Data Processing, Data Quality, Data Consistency, SelfService Data Pipeline Management, ETL, SQL, MapReduce, Yarn, HDFS, Hive, Spark, Presto, Pig, HBase, Parquet, MySQL, PostgreSQL, SqlServer, Oracle, Python, Ruby, Bash, Airflow, Oozie, Azkaban, UC4, Data Analytics, Healthcare, Mental Health Benefits, Paid Time Off, Floating Holidays, Sick Days, Family Building Benefits, Health Care Savings Account, Parental Leave, Hybrid work schedule"
Senior Data Engineer - SF/NY/Montreal,CoinList,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"AWS, Terraform, Codebases, Python, Rust, SQL, PostgreSQL, Prefect, DBT, Ship high quality code, Coding, Open source, Computer science, Smart, Curiosity, Teaching, Questioning, Scrappy, Entrepreneurial, Product design, Good values, 10x thinker, Shipping product, Rapidly grow and improve, Shaping the product, Learning about startups, Being an owner, Creating the future"
Sr Data Engineer,KASAPUR IT SERVICES INC,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data engineering, Risk data, Database technology, Data science, Data visualization, Machine learning, Big data, Data lake, Agile methodology, Scrum, XP, Relational database, SQL, Informatica, Python, Unix, KShell, Power Designer, Data mining, Trade lifecycle, Investment banking, Agile development"
Senior Data Engineer,Vista,"Lakeshore, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Modeling, ETL Pipelines, AWS Cloud Services, Azure Cloud Services, Google Cloud Services, REST APIs, Microservices, Data Warehousing, SQL, Python, DBT, Airflow, Snowflake, S3, Databricks, Spark, Matillion, Looker, Statistics, Problem Solving, MultiTasking, FastPaced Environment, Globally Distributed Environment"
Sr. Data Engineer,Lovelytics,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Databricks, AWS, Azure, Data warehousing, ETL, Data integrations, Data modeling, Data pipelines, Cloud computing, Realtime data processing, Streaming data, Security, Compliance, Version control, Branching strategies, CI/CD, Hadoop, Spark, Python, Scala, Java, SQL, NoSQL, Machine learning, Artificial intelligence, Big data, Data engineering, Data modeling, Database design, Communication"
Senior Data Engineer,Lyft,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Pipelines, Data Quality, ETL, SQL, MapReduce, Yarn, HDFS, Hive, Spark, Presto, Pig, HBase, Parquet, Python, Ruby, Bash, Airflow, Oozie, Azkaban, UC4, Hadoop Ecosystem, Data Analytics, Workflow Management Tools, SQL Engine Tuning, Scripting Languages, Data Storage, Data Transport, Data Collection"
Senior Data Engineer,Clio - Cloud-Based Legal Technology,"Burnaby, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Warehousing, Data Pipelines, Python, Scala, Ruby, SQL, AWS, Hadoop, Spark, Kafka, Airflow, dbt, Redshift, Data Visualization, Collaboration, Communication, Data Trustworthiness, Project Management, Mentoring, Salary Negotiation, Hybrid Work Environment, Flexible Time Off, Counseling Benefit, RRSP Matching, RESP Contribution, Clioversary Recognition, Diversity and Inclusion, Accessibility Accommodations"
Lead Data Engineer,Tredence Inc.,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Analytics, Business Analytics, Software Engineering, Agile Development, Data Pipeline Architecture, Data Warehousing, Data Lake, Project Management, Financial Management, Resource Management, Cloud Architecture, Azure Cloud, Workload Orchestration, PySpark, Python, APIs, Containerization, Orchestration, Distributed Systems, Data Bricks, SaaS, Serverless Computing"
Senior Data Engineer,BURNCO LLC,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Architecture, Data Pipelines, Data Models, Data Transformation, ETL, ELT, Python, Snowflake, Powershell, Fivetran, Informatica, DBT, Coalesce, CDC, Batch, Streaming, APIs, CI/CD, DevOps, ERP Systems, Apex, Onbase, Command, Data Security, Master Data Management, Business Intelligence, Cloud Data Lakes, Delta Lakes, Managed Data Warehouse Solutions, Computer Science, Information Technology"
Senior/Staff Data Engineer,EvenUp,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Warehousing, Data Tooling, Internal Analytics, Data Pipeline Processing, Model Experimentation, Data Storage Strategies, CrossFunctional Collaboration, Data Insights Team, Data Engineering, Data Warehousing, Data Pipelines, Internal Analytics, Data Tooling, Business Intelligence Tools, DBT, BigQuery, Elasticsearch, Communication Skills, Software Development, Shipping ProductionReady Code, Infrastructure, Project Ownership, Fairness, Legal Technology, Medical Records, Unstructured Data, System Design, Coding, Collaboration, Mentoring, SelfStarter Mindset, Product Development, Tech Stack Scaling, Remote Work, Flexible Working Hours, Offsites, Medical Insurance, Dental Insurance, Vision Insurance, Paid Time Off, Virtual Team Events"
Senior Data Engineer,Randstad Canada,"Oakville, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"SQL, ETL architecture, Data warehouse architecture, BI architecture, AWS, Airflow, AWS Glue Studio, Lake Formation, AWS Athena, Cloud Watch, Snowflake, Python (PySpark), Oracle SQL, PL SQL, Amazon S3, CI/CD, Data Health and Privacy controls, Enterprisewide database, Data Transformation"
Senior Data Engineer,Lyft,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Pipelines, Hadoop Ecosystem, MapReduce, Yarn, HDFS, Hive, Spark, Presto, Pig, HBase, Parquet, SQL, MySQL, PostgreSQL, SqlServer, Oracle, Python, Ruby, Bash, Airflow, Oozie, Azkaban, UC4, Data Analytics, Healthcare Benefits, Paid Time Off, Floating Holidays, Paid Sick Leave, Family Building Benefits, Health Care Savings Account, Parental Leave, Diversity and Inclusion, Accommodation for Disabilities, Hybrid Schedule"
Data Analyst,Stripe,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Business Intelligence Engineering, Data Engineering, Data Analysis, Data Science, SQL, Python, Statistics, Data Visualization, Project Management, Communication, Collaboration, Hadoop, Spark, Development Processes, Engineering Standards, Code Reviews, Testing, Mathematics, Statistics, Economics, Engineering"
"Data Analyst (Bangkok Based, relocation provided)",Agoda,"Montreal, Quebec, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Data Analyst,"python, java, pandas, tableau, data analysis, data mining, data science, data visualization, databases, machine learning, data representation, analytics, artificial intelligence, data analytics, business analysis, business intelligence, statistics, SQL, microsoft sql server, microsoft power bi, finance, traveloka, shopee, ctrip, trip.com, makemytrip, grab, amazon, capital one, accenture, upwork, deloitte, mckinsey, bain, microsoft, uber, lyft, gojek, lazada, alibaba, shopify, expedia, skyscanner"
Senior Data Analyst (Get a 30% salary increase & Pay 0% Tax),Puffy,"Toronto, Ontario, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, SQL, Data Visualization, Tableau, Power BI, Looker, Python, R, Statistical Analysis, Hypothesis Testing, A/B Testing, Quantitative Methods, Digital Marketing, Google Ads, Google Analytics, Facebook Ads Manager, Online Advertising, Web Analytics, Customer Segmentation, Campaign Tracking, Data Infrastructure, Databases, Data Pipelines, Data Quality, Data Integrity, Reporting, Dashboards, KPIs, Paid Marketing, SEO, Design"
Analyst Data & Analytics (Release Admin),Air Canada,"Dorval, Quebec, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Analytics,"Data Analysis, Data Quality Assurance, SQL, Data Quality Tools, Big Data Technologies, Azure, Snowflake, Data Warehouse, Version Control Tools, GIT, Leadership, MultiTasking, Communication Skills, ProblemSolving Skills"
Advanced Research Data Analyst,McGill University,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Advanced Research Computing, Supercomputing, Linux, Software Development, Debugging, Testing, Script Profiling, Data Security, Network Experience, Programming Languages, Quantitative Analysis, Cloud Infrastructure, Communication, Team Player, Time Management, Learning Ability, Initiative, Travel Ability, Degree"
Senior Data Analyst - Product Analytics,Zinnia,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Analytics, Data engineering, Data analysis, Data science, SQL, R, Python, Causal modelling, Cohort analysis, Funnel analysis, Experimentation, Data visualization, Microsoft PowerBI, Relational cloud databases"
"Sr. Analytics Consultant, Fraud Analytics",CIBC,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"SAS, SQL, Python, Data mining, Statistical analysis, Predictive modeling, Complex statistical concepts/theories, Optimization, Logistic regression, Decision trees, Random forests, Neural networks, Fraud monitoring, Fraud detection, Fraud prevention, Risk management, Data management, Database management/querying, Computer programming/software expertise, Verbal communication, Writing skills, Analytical Thinking, Problem Solving, Collaboration, Creativity, Reporting and Analysis, Teamwork, Statistics, Structured Query Language (SQL), Microsoft Power BI, Management Reporting, Process Improvements, Fraud Analysis, Fraud Investigations, Fraud Management, Base SAS, SAS/STAT"
Data and BI Analyst,Challenger Motor Freight Inc,"Cambridge, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"SQL, SSIS, SSRS, PowerBI, Tableau, Alteryx, Knime, Python, R, Machine Learning, Data Management, Process Mining, Process Standardization, Six Sigma, Low Code Development, Change Management, Project Management, SQL Server, Stored Procedures, Functions, Triggers, Data Security, Data Analysis, Data Warehousing, Data Visualization, Process Improvement, Process Automation, Business Analysis, Communication, Collaboration, Problem Solving, Critical Thinking, Time Management, Attention to Detail, Resilience, Adaptability"
Data Analyst-Part Time (MICROSOFTJOBS2024),BCJobs,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, SQL, Python, Dashboard Development, Visualization, Collaboration, Data Accuracy, Data Completeness, Analytical Skills, Communication Skills, Bachelor's Degree"
Senior Data Analyst,The Hospital for Sick Children,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analytics, Data Processing, Python, Pandas, Numpy, BeautifulSoup, SQL, Azure SQL Server, Tkinter, TTK, Flask, Django, AWS, Redshift, Azure, Blob Storage, Office365, MS Excel, PowerBI, PowerApps, PowerAutomate, VBA, SharePoint, Excel Addins, Power Query, DAX, M, Cloud Computing, Data Pipelines, Data Integrity, Data Stewardship, Data Governance, Product Recalls, Discontinuations, Item Transitions, Stockless JIT"
Business Data Analyst,AMA - Alberta Motor Association,"Edmonton, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Visualization, Data Querying (SQL), Business Intelligence, Agile/Scrum, Business Requirements Gathering, Performance Metrics, Reporting, Dashboards, Database Management, Data Quality Management, Business Problem Solving, Communication, Analytical Skills, Computer Science, Information Systems, Business Management"
"Senior ILI Data Analyst (Alberta, Ontario, Texas or Indiana)",Airswift,"Leduc, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Data Preparation, Data Processing, Data Visualization, Feature Detection, Feature Evaluation, Geometry Mapping, Inertial Measurement Unit (IMU), Metal Loss Analysis, Pattern Recognition, Pipeline Inspection, Spatial Thinking, Wall Thickness Verification, MFL Data Interpretation, API 1163, ASNT ILIPQ, POF, Python, SQL, MATLAB, Unix, Windows, Data Analyst Level II or III certification, Knowledge of PHMSA Part 192 and 195 regulations, Knowledge of API NACE and ASME standards, Associate degree or diploma in engineering science or technical discipline"
Business Intelligence Analyst,Longbow Advantage,"Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"WMS, EWM, WM, LMS, TMS, SQL, MongoDB, JavaScript, Windows, UNIX, Microsoft Office suite, Blue Yonder, HighJump, Manhattan, SAP, Data mining, Data extraction, Data analysis, System functionality, Architecture, Relational databases"
"Senior Analyst, Care Reporting and Speech Analytics",SiriusXM Canada,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Speech Analytics, Data Analysis, Reporting, Forecasting, Workforce Management, Tableau, Excel, SQL, Python, Databases, Machine Learning, Statistics, Six Sigma, Communication Skills, Presentation Skills, Teamwork, Attention to Detail, Organizational Skills, Time Management, Project Management, DecisionMaking, Problem Solving, Critical Thinking, Public Speaking"
Business Data Analyst,Nexus Energy Inc.,"North York, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Business analysis, Data analysis, Python, SQL, Excel VBA, Microsoft Azure, ETL processes, JavaScript, HTML5, Vue JS, Data mapping, Functional analysis, Business requirements, Technical skills, Problemsolving, Communication, Organizational, Teamwork, Adaptability, Attention to detail, Analytical thinking, University or college degree, Experience in business or data analysis, Experience with financial software or data, Experience in the financial industry"
Senior Data Analyst (Van),RAZR,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Pipelines, ETL Development, Infrastructure Management, Java, Angular, NestJs, Postgres, Docker, AWS, AWS Glue, Python, Tableau, PowerBI, Business Reporting Tools, Data Science, Computer Science, Business Analysis, ProblemSolving, Analytical Skills, Communication Skills, Scrum, Agile, Terraform, Pulumi, GitHub, Jenkins, NxCloud, Source Control, Git, Pull Requests"
Data Analyst Lead,Zortech Solutions,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Business Intelligence, PL/SQL, SQL, ETL, Data Warehousing, Data Quality, Business Acumen, Communication, Problem Solving, Database Design, Data Governance, Business Objects, Oracle, Erwin, Financial Services, Technical Writing, Teamwork, Industry Standards, Regulatory Compliance"
Data Analyst Part Time,Voxmediallc,"Longueuil, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical techniques, Data mining, Data modeling, Data visualization, Data warehousing, Data management, ETL processes, Machine learning, SQL, R, Python, Tableau, Power BI, Hypothesis testing, A/B testing, Data integrity, Data quality, Data cleansing, Data manipulation, Datadriven decisionmaking, Datadriven reporting, Communication, Collaboration, Problemsolving, Critical thinking"
Data Analyst Part Time,Voxmediallc,"Sault Ste. Marie, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Advanced statistical techniques, SQL, R, Python, Performance metrics, Datadriven decisionmaking, Business questions, A/B testing, Data quality issues, Data integrity, Data accuracy, Data completeness, Data collection, Data cleansing, Data manipulation, Datadriven reports, Data visualization, Tableau, Power BI, Statistical modeling, Hypothesis testing, ETL processes"
"Manager, Strategy & Analytics",Capital One,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Strategy, Analytics, Business Strategy, People Management, Data Visualization, Storytelling, Team Leadership, Agile, Crossfunctional Teams, Data Science, Brand Strategy, Product Development, Marketing, DirecttoConsumer, Customer Experience, Technology, Credit Risk, SQL, Spreadsheets, Python, Excel, Finance, Marketing, Economics, Commerce, Business Administration, Engineering, Mathematics, Computer Science, Statistics, Economics, Consulting, Financial Services, Entrepreneurship"
"Senior Analyst, Cancer Screening Analytics",Ontario Health | Santé Ontario,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Data analysis techniques, Statistical methodologies, Quality management philosophy, Experimental design, Database management principles, SAS programming, SAS macro, SQL, Microsoft Office applications, Analytics software, Problem solving, Critical thinking, Negotiation skills, Listening, Written communication, Verbal communication, Graphical communication, Presentations, Time management, Prioritization, Teamwork, Crossfunctional collaboration, Leadership, Responsibility, Accountability, Cancer screening, CIHI DAD, NACRS, OHIP, Healthcare datasets, R, Python, PowerBI, Tableau, Geographic Information System (GIS) software, ESRI ArcGIS"
Business Intelligence Analyst (ERP),State Window Corporation,"Vaughan, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"ERP systems (SAP Oracle Infor Microsoft Dynamics Sage), Material Management/MRP systems, MS Office 365 (Power BI DAX Power Automate Excel Macros and SharePoint), SQL Queries (Views Stored Procedure Triggers), Data analysis programming languages (Python R), Data management, Warehousing, Relational databases, Data visualization, Reporting, System implementation, Process automation, Technical support, Stakeholder management, Communication"
"Senior Analyst, Search & Recommendations Analytics",Wayfair,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Search and Recommendation Analytics, Data Analysis and Interpretation, Experimental Design, Machine Learning Algorithms, Python, SQL, A/B Testing, Exploratory Data Analysis, Statistical Analysis, Business Acumen, Technical Skills, ProblemSolving, Communication Skills, Teamwork, Leadership, Analytical Thinking, Business Intelligence, Data Visualization, Data Mining, Data Warehousing, Data Management, Data Governance, Machine Learning, Artificial Intelligence, Natural Language Processing, Computer Vision"
Land Economics Research and Data Analyst,Urban Systems Ltd.,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Economics, Business, Finance, Urban Land Economics, Land Use Planning, Geography, Statistics, Data Analysis, Data Modelling, Economic Development/Planning, Land Use Planning and Forecasting, Data Analytics, Data Visualization, Data Cleaning, Data Manipulation, Statistical Analysis, Statistical Modelling, Excel, Complex Excel Formulas, PivotTables, VBA Scripts, Analytical Coding, R Programming, Python Programming, Quantitative Work, NonQuantitative Work, Report Writing, Project Profiling, Policy Research, Outreach Support, Analytical Thinking, Critical Thinking, Written Communication, Verbal Communication, Independent Work, Collaborative Work, Team Work, Flexible Work Schedule, Work from Home"
Land Economics Research and Data Analyst (Urban Systems Ltd.),BCJobs,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Data visualization, Statistical analysis, Modelling, R/Python, SQL, Economics, Business, Finance, Urban Land Economics, Land Use Planning, Geography, Excel, VBA, PivotTables, Statistics Canada, Real estate brokerages, Report writing, Project profiling, Policy research, Outreach support, Analytical thinking, Critical thinking, Written communication, Verbal communication, Collaboration, Teamwork"
Senior Data Scientist,Fraser Health Authority,"Surrey, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Scientist,"Data Science, Artificial Intelligence, Machine Learning, Python, R, SQL, Hadoop, Spark, NoSQL, Cloud Computing, AWS, Azure, GCP, DevOps, Data Visualization, PowerBI, Tableau, Data Mining, Statistical Analysis, Optimization, Simulation, Operations Research, Healthcare, Natural Language Processing, Pattern Matching, Forecasting, Sentiment Analysis, Network Analysis, Cluster Analysis, Multivariate Statistics, Graph Analysis, Process Mining, Complex Event Processing, Leadership, Project Management, Communication, Collaboration, Problem Solving, Critical Thinking, Decision Making, Budget Management, Resource Management"
Machine Learning Engineer,DRW,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Data Science, Python, Go, Tensorflow, PyTorch, TensorRT, ONNX, CUDA, OpenCL, Kubernetes, Docker, GCP, AWS"
"Senior Manager, Business Intelligence",Canucks Sports & Entertainment (CSE),"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence (BI), Datadriven decision making, Data strategy, Data analytics, Data visualization, Quantitative analysis, Financial modeling, SQL, Relational databases, Excel, Advanced Excel functions, Data visualization tools, Statistical modeling, Python, R, Tableau"
Assistant Professor in Applied Machine Learning / Artificial Intelligence in Land Use Science,University of Alberta,"Edmonton, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Artificial Intelligence, Land Use Science, Data Analysis, Data Mining, Statistics, Optimization, Systems Modeling, Remote Sensing, Robotics, Policy Analysis, Sustainability, Agronomy, Plant Breeding, Soil Health, Forest Growth and Yield, Climate Change, Land Use Characterization, Decision Tools, Computational Strategies, Data Streaming, HighPerformance Computing, Cloud Computing, Big Data Analytics, Programming Languages (Python R C++ Java), Software (SAS SPSS MATLAB ArcGIS QGIS), Communication Skills, Teaching Experience, Research Experience, Grant Writing, Collaboration, Problem Solving, Critical Thinking, Data Collection, Data Visualization, Report Writing, Presentation Skills, Teamwork, Cultural Competency, Diversity and Inclusion, Equity"
