job_title,company_name,location,job_category,skill
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Trend Analysis
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,DataDriven Decision Making
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Business Intelligence
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,A/B Testing
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Data Quality Management
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Data Manipulation
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Data Visualization
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,SQL
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,R
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Python
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Tableau
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Power BI
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Statistical Modeling
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Hypothesis Testing
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,ETL Processes
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Data Integrity
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Data Accuracy
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Renfrew, Ontario, Canada",Data Analyst,Data Completeness
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Leadership experience
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Analytics/Data science/Insights/Strategy
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Leading analytics operational product or other technical teams
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Data analysis and data visualization tools and software (Excel SQL Tableau Python R)
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Statistical modelling and machine learning
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Finding data insights
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Business recommendation
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Communication (written verbal presentation interpersonal)
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Multitasking
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Prioritization
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Coordination
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Program/project management
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Bachelor's degree in business or quantitative subject
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Articulating strategic issues and negotiating with Clevel executives
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Strategic consulting projects
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,People management
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Driving projects independently
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Delivering results rapidly
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Stakeholder engagement
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Master's degree in statistics economics mathematics or similar discipline
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Conducting A/B testing experimentation
"Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Analytics,Travel industry / ecommerce / tech / consulting experience
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Data Analytics
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Data Management
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Automation
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Data Visualization
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Data Analysis
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Dashboarding
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Business Intelligence
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Business Analytics
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Data Modeling
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Database Management
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Data Sources
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Data Flow
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Risk Management
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Control Fundamentals
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Compliance Monitoring
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Governance Risk and Compliance (GRC)
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,AI Tools and Technologies
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Generative AI
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Communication
"Manager, Automation & Data Analytics",Loblaw Companies Limited,"Brampton, Ontario, Canada",Analytics,Collaboration
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Project Management
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Change Management
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Data Analytics
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Organizational Skills
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Visual Design
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Data Collective Activities
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Database Structures
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Data Analysis
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Queries
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Clinical Indicators
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Financial and Resource Utilization
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,COVID19 Vaccination
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,MSP
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Extended Health and Dental
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Municipal Pension Plan
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,EmployerPaid Training
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Leadership Development Opportunities
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Wellness Supports
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Counselling
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Critical Incident and Innovative Wellness Services
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,AwardWinning Recognition Programs
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Exclusive Discount Offers
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Equity Diversity and Inclusion
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Representative Workforce
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Comprehensive Knowledge
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Database Design
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Report Design
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,OLAP (OnLine Application Processing)
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,SQL
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Excel
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Access
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Work
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,SPSS
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Prioritization
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Collaboration
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Independent Work
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Limited Supervision
Project & Change Management Specialist - Data Analytics,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",Analytics,Physical Ability
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,data representation
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,Data Analysis
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,SQL
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,Data Analytics
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,analytics
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,python (programming language)
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,Data Mining
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,Data Science
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,r (programming language)
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,Tableau
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,analytical skills
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,Data Visualization
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,databases
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,business analysis
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,business intelligence (bi)
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,microsoft sql server
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Data Analyst,product analyst
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Analysis
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Interpretation
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,DataDriven DecisionMaking
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Statistical Techniques
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Visualization
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Reporting
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Collection
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Cleansing
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Manipulation
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Integrity
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Data Quality
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,SQL
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Python
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,R
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Tableau
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Power BI
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,A/B Testing
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Statistical Modeling
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,Hypothesis Testing
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Kelowna, British Columbia, Canada",Data Analyst,ETL Processes
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Analysis
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Interpretation
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Mining
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Statistical Analysis
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Visualization
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Warehousing
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Business Intelligence
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Quality Management
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Integrity
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Manipulation
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Preparation
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Reporting
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,DataDriven Decision Making
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Predictive Analytics
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Machine Learning
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,A/B Testing
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Collection
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Cleansing
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,SQL
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,R
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Python
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Tableau
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Power BI
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,ETL
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Management
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Data Governance
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Communication
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Collaboration
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Teamwork
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Problem Solving
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Data Analyst,Critical Thinking
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Data Analysis
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Advanced Statistical Techniques
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Performance Metrics
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Datadriven DecisionMaking
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Optimization
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,A/B Testing
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Data Quality
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Data Management
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,ETL Processes
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Tableau
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Power BI
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,SQL
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,R
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Python
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Statistical Modeling
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Data Analyst,Hypothesis Testing
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Data Analysis
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Data Engineering
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Data Migration
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Data Quality Improvement
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Data Visualization
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Advanced Analytics
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Predictive Modeling
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Data Reporting
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Data Integration
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Cloud Computing
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,DevOps
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Agile Development
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Secure Software Development
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Motor Vehicle Registry Data
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,SQL Server
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,DataFactory
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Azure
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Tableau
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Power BI
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Mathematics
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Informatics
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Statistics
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Computer Science
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Information Systems
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Communication Skills
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Problem Solving Skills
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Teamwork
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Data Analyst,Bachelor's Degree
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,MS Excel
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,MS PowerPoint
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,MS Word
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Sharepoint
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Power BI
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,VISIO
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,CRM
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,SAP
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Business Analytics
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Analytics
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Aerospace Engineering
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Mechanical Engineering
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Industrial Engineering
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,International Business
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Information Systems
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Business Technology Management
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Data Analyst,Marketing
"Sr Analyst, Data Analytics (Retail Financing)",Fairstone Bank,"Toronto, Ontario, Canada",Analytics,Data Mining
"Sr Analyst, Data Analytics (Retail Financing)",Fairstone Bank,"Toronto, Ontario, Canada",Analytics,Data Analysis
"Sr Analyst, Data Analytics (Retail Financing)",Fairstone Bank,"Toronto, Ontario, Canada",Analytics,Statistical Analysis
"Sr Analyst, Data Analytics (Retail Financing)",Fairstone Bank,"Toronto, Ontario, Canada",Analytics,Business Intelligence
